duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
74,,Movie,Barbie in Princess Power,2017-10-01 00:00:00,2015.0,TV-Y,"A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero.",80031038.0,Zeke Norton,United States,Kelly Sheridan,Children & Family Movies
83,,Movie,Barbie in Rock 'N Royals,2017-10-01 00:00:00,2015.0,TV-Y,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",80065930.0,Karen J. Lloyd,United States,Kelly Sheridan,Children & Family Movies
79,,Movie,Barbie Star Light Adventure,2017-10-01 00:00:00,2016.0,TV-Y,"A hoverboard-riding princess of the cosmos, Barbie must band together with a team of talented new friends to save the stars from winking out.",80112370.0,Andrew Tan,United States,Erica Lindbeck,Children & Family Movies
72,,Movie,Barbie: A Fairy Secret,2017-10-01 00:00:00,2010.0,TV-Y7,"When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him.",70165189.0,William Lau,United States,Diana Kaarina,Children & Family Movies
80,,Movie,Barbie: Princess Charm School,2017-10-01 00:00:00,2011.0,TV-Y,"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown.",70197459.0,Ezekiel Norton,United States,Diana Kaarina,Children & Family Movies
75,,Movie,Barbie: Spy Squad,2017-10-01 00:00:00,2016.0,TV-Y,"A high-tech spy agency transforms Barbie and her best friends into secret agents, using their gymnastics skills to bring down a cunning cat burglar.",80095193.0,Conrad Helten,United States,Erica Lindbeck,Children & Family Movies
75,,Movie,Barbie: The Princess & the Popstar,2017-10-01 00:00:00,2012.0,TV-Y,"Barbie stars as a princess who would rather sing and dance than be a royal. When a famous pop star visits the kingdom, they decide to switch places.",70246439.0,Ezekiel Norton,United States,Kelly Sheridan,Children & Family Movies
72,,Movie,Barbie: Video Game Hero,2017-10-01 00:00:00,2017.0,TV-Y,"Pulled into her favorite video game, Barbie becomes a fun, roller-skating heroine who's battling a sinister emoji that's trying to take over.",80158155.0,Conrad Helten,United States,Erica Lindbeck,Children & Family Movies
80,,Movie,Boy and the World,2017-10-01 00:00:00,2013.0,PG,"Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work.",80063617.0,Alê Abreu,Brazil,Vinícius Garcia,Children & Family Movies
93,,Movie,For Your Own Good,2017-10-01 00:00:00,2017.0,TV-MA,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto.",80202503.0,Carlos Therón,Spain,Jose Coronado,Comedies
86,,Movie,Frances Ha,2017-10-01 00:00:00,2012.0,R,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.",70257412.0,Noah Baumbach,United States,Greta Gerwig,Comedies
47,,Movie,Ghost Patrol,2017-10-01 00:00:00,2016.0,TV-Y7-FV,Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.,80118280.0,Karen J. Lloyd,Canada,Scott McNeil,Children & Family Movies
107,,Movie,I Am Bolt,2017-10-01 00:00:00,2016.0,PG,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy.",80135360.0,Benjamin Turner,United Kingdom,Usain Bolt,Documentaries
119,,Movie,I'm in Love with a Church Girl,2017-10-01 00:00:00,2013.0,PG,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.",70286355.0,Steve Race,United States,Ja Rule,Dramas
108,,Movie,Ice Guardians,2017-10-01 00:00:00,2016.0,TV-MA,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys.",80150246.0,Brett Harvey,Canada,Dave Brown,Documentaries
85,,Movie,Kahlil Gibran's The Prophet,2017-10-01 00:00:00,2014.0,PG,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,80017272.0,Roger Allers,United States,Liam Neeson,Children & Family Movies
90,,Movie,Miss Hokusai,2017-10-01 00:00:00,2015.0,PG-13,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",80075828.0,Keiichi Hara,Japan,Anne Watanabe,Anime Features
72,,Movie,Monster High: Great Scarrier Reef,2017-10-01 00:00:00,2016.0,TV-Y7,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",80095089.0,William Lau,United States,Larissa Galagher,Children & Family Movies
23,,Movie,Monster High: New Ghoul at School,2017-10-01 00:00:00,2010.0,TV-Y7,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.",80208176.0,Audu Paden,United States,Kate Higgins,Children & Family Movies
68,,Movie,My Life as a Zucchini,2017-10-01 00:00:00,2016.0,PG-13,"A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love.",80116741.0,Claude Barras,Switzerland,Gaspard Schlatter,Comedies
85,,Movie,Phantom Boy,2017-10-01 00:00:00,2015.0,PG,A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.,80063290.0,Jean-Loup Felicioli,France,Marcus D'Angelo,Action & Adventure
84,,Movie,The Free Man,2017-10-01 00:00:00,2016.0,TV-PG,Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.,80162195.0,Toa Fraser,New Zealand,Jossi Wells,Documentaries
118,,Movie,The Lion Woman,2017-10-01 00:00:00,2016.0,TV-PG,A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.,80106036.0,Vibeke Idsøe,Norway,Rolf Lassgård,Dramas
116,,Movie,The President's Barber,2017-10-01 00:00:00,2004.0,TV-MA,"The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s.",80198687.0,Chan-sang Lim,South Korea,Kang-ho Song,Comedies
81,,Movie,Verónica,2017-10-01 00:00:00,2017.0,TV-MA,"A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries.",80162246.0,Carlos Algara,Mexico,Arcelia Ramírez,Dramas
73,,Movie,Welcome to Monster High: The Origin Story,2017-10-01 00:00:00,2016.0,TV-Y7,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.,80112371.0,Stephen Donnelly,United States,Debi Derryberry,Children & Family Movies
140,,Movie,Wrong Side Raju,2017-10-01 00:00:00,2016.0,TV-MA,The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.,80208413.0,Mikhil Musale,India,Pratik Gandhi,Dramas
105,,Movie,Chatô: The King of Brazil,2016-10-01 00:00:00,2015.0,NR,"The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged.",80094453.0,Guilherme Fontes,Brazil,Marco Ricca,Dramas
100,,Movie,Harud,2016-10-01 00:00:00,2010.0,TV-14,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.",70153553.0,Aamir Bashir,India,Mohammad Amir Naji,Dramas
96,,Movie,Much Ado About Nothing,2016-10-01 00:00:00,2016.0,NR,Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.,80098709.0,Alejandro Fernández Almendras,Chile,Agustín Silva,Dramas
97,,Movie,My Big Night,2016-10-01 00:00:00,2015.0,TV-MA,An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.,80092849.0,Álex de la Iglesia,Spain,Raphael,Comedies
73,,Movie,My Little Pony Equestria Girls: Legend of Everfree,2016-10-01 00:00:00,2016.0,TV-Y7,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer.",80107372.0,Ishi Rudell,United States,Tara Strong,Children & Family Movies
,1,TV Show,Old Money,2016-10-01 00:00:00,2015.0,TV-14,"Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs.",80138584.0,David Schalko,United States,Udo Kier,International TV Shows
132,,Movie,Riphagen - The Untouchable,2016-10-01 00:00:00,2016.0,NR,"This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths.",80106138.0,Pieter Kuijpers,Netherlands,Jeroen van Koningsbrugge,Dramas
96,,Movie,Umrika,2016-10-01 00:00:00,2015.0,TV-14,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.",80038288.0,Prashant Nair,India,Suraj Sharma,Dramas
92,,Movie,Unchained: The Untold Story of Freestyle Motocross,2016-10-01 00:00:00,2016.0,NR,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers.",80109089.0,Paul Taublieb,United States,Josh Brolin,Documentaries
99,,Movie,Welcome Mr. President,2016-10-01 00:00:00,2013.0,TV-14,"When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader.",80061797.0,Riccardo Milani,Italy,Claudio Bisio,Comedies
95,,Movie,A Stoning in Fulham County,2011-10-01 00:00:00,1988.0,NR,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.",70206821.0,Larry Elikann,United States,Ken Olin,Dramas
96,,Movie,Adam: His Song Continues,2011-10-01 00:00:00,1986.0,NR,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",70206816.0,Robert Markowitz,United States,Daniel J. Travanti,Dramas
94,,Movie,Hard Lessons,2011-10-01 00:00:00,1986.0,NR,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school.",60022914.0,Eric Laneuville,United States,Denzel Washington,Dramas
94,,Movie,In Defense of a Married Man,2011-10-01 00:00:00,1990.0,NR,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense.",70206818.0,Joel Oliansky,United States,Judith Light,Dramas
93,,Movie,Quiet Victory: The Charlie Wedemeyer Story,2011-10-01 00:00:00,1988.0,TV-PG,"When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled.",70206819.0,Roy Campanella II,United States,Pam Dawber,Dramas
96,,Movie,Strange Voices,2011-10-01 00:00:00,1987.0,NR,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her.",70206822.0,Arthur Allan Seidelman,United States,Nancy McKeon,Dramas
94,,Movie,The Ryan White Story,2011-10-01 00:00:00,1989.0,TV-PG,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",70206820.0,John Herzfeld,United States,Judith Light,Dramas
94,,Movie,Too Young the Hero,2011-10-01 00:00:00,1988.0,NR,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig.",70206823.0,Buzz Kulik,United States,Ricky Schroder,Dramas
93,,Movie,Triumph of the Heart,2011-10-01 00:00:00,1991.0,TV-PG,"This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career.",70206824.0,Richard Michaels,United States,Mario Van Peebles,Dramas
95,,Movie,Unspeakable Acts,2011-10-01 00:00:00,1990.0,NR,Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.,70206825.0,Linda Otto,United States,Jill Clayburgh,Dramas
93,,Movie,Victim of Beauty,2011-10-01 00:00:00,1991.0,NR,A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story.,70206826.0,Roger Young,United States,William Devane,Dramas
99,,Movie,"All's Well, End's Well (2009)",2018-11-09 00:00:00,2009.0,TV-14,"Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her.",81029831.0,Vincent Kok,Hong Kong,Louis Koo,Comedies
132,,Movie,Gabriel and the Mountain,2018-11-09 00:00:00,2017.0,TV-MA,"In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?",80194289.0,Fellipe Barbosa,Brazil,João Pedro Zappa,Dramas
106,,Movie,Lommbock,2018-11-09 00:00:00,2017.0,TV-MA,"After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things.",80191219.0,Christian Zübert,Germany,Lucas Gregorowicz,Comedies
122,,Movie,Outlaw King,2018-11-09 00:00:00,2018.0,R,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.",80190859.0,David Mackenzie,United Kingdom,Chris Pine,Action & Adventure
100,,Movie,Hit & Run,2019-11-08 00:00:00,2012.0,R,"Determined to get his fiancée to L.A. to take advantage of an amazing opportunity, Charlie breaks out of the witness protection program to drive her.",70243445.0,David Palmer,United States,Kristen Bell,Action & Adventure
